USIX	Chlorophyceae	Chlorophyta
JKKI	Chlorophyceae	Chlorophyta
BCYF	Chlorophyceae	Chlorophyta
Chlre_v5.5	Chlorophyceae	Chlorophyta
IHOI	Chlorophyceae	Chlorophyta
KUJU	Chlorophyceae	Chlorophyta
ISPU	Chlorophyceae	Chlorophyta
RNAT	Chlorophyceae	Chlorophyta
RYJX	Chlorophyceae	Chlorophyta
Volca_v2.0	Chlorophyceae	Chlorophyta
JWGT	Chlorophyceae	Chlorophyta
WRSL	Chlorophyceae	Chlorophyta
ZIVZ	Chlorophyceae	Chlorophyta
LNIL	Chlorophyceae	Chlorophyta
ACRY	Chlorophyceae	Chlorophyta
TSBQ	Chlorophyceae	Chlorophyta
GFUR	Chlorophyceae	Chlorophyta
JRGZ	Chlorophyceae	Chlorophyta
VALZ	Chlorophyceae	Chlorophyta
MULF	Chlorophyceae	Chlorophyta
KFEB	Chlorophyceae	Chlorophyta
GUBD	Chlorophyceae	Chlorophyta
ZLQE	Chlorophyceae	Chlorophyta
PRIQ	Chlorophyceae	Chlorophyta
QRTH	Chlorophyceae	Chlorophyta
ZFXU	Chlorophyceae	Chlorophyta
SYJM	Chlorophyceae	Chlorophyta
UKUC	Chlorophyceae	Chlorophyta
RHVC	Chlorophyceae	Chlorophyta
WDWX	Chlorophyceae	Chlorophyta
ZDIZ	Chlorophyceae	Chlorophyta
XMCL	prasinophytes/Prasinococcales Prasinococcales	Chlorophyta
HYHN	prasinophytes/Prasinococcales Prasinococcales	Chlorophyta
XJGM	prasinophytes/Prasinococcales Prasinococcales	Chlorophyta
KYIO	Mesostigmatophyceae	Streptophyte Algae
NNHQ	Streptophytaincertaesedis	Streptophyte Algae
AZZW	Chlorokybales	Streptophyte Algae
BFIK	Klebsormidiophyceae	Streptophyte Algae
FPCO	Klebsormidiophyceae	Streptophyte Algae
Klefl_v1.0	Klebsormidiales	Streptophyte Algae
FQLP	Klebsormidiophyceae	Streptophyte Algae
Chabr_v0.1	Charophyceae	Streptophyte Algae
MWXT	Charophyceae	Streptophyte Algae
DRGY	Coleochaetophyceae	Streptophyte Algae
QPDY	Coleochaetophyceae	Streptophyte Algae
VQBJ	Coleochaetophyceae	Streptophyte Algae
TPHT	Zygnemophyceae	Streptophyte Algae
HAOX	Zygnemophyceae	Streptophyte Algae
WSJO	Zygnemophyceae	Streptophyte Algae
WDCW	Zygnemophyceae	Streptophyte Algae
YOXI	Zygnemophyceae	Streptophyte Algae
VAZE	Zygnemophyceae	Streptophyte Algae
RPGL	Zygnemophyceae	Streptophyte Algae
HKZW	Zygnemophyceae	Streptophyte Algae
ZRMT	Zygnemophyceae	Streptophyte Algae
JOJQ	Zygnemophyceae	Streptophyte Algae
NBYP	Zygnemophyceae	Streptophyte Algae
MFZO	Zygnemophyceae	Streptophyte Algae
FFGR	Zygnemophyceae	Streptophyte Algae
KMNX	Zygnemophyceae	Streptophyte Algae
SNOX	Zygnemophyceae	Streptophyte Algae
XRTZ	Zygnemophyceae	Streptophyte Algae
KEYW	Zygnemophyceae	Streptophyte Algae
DRFX	Zygnemophyceae	Streptophyte Algae
AEKF	Zygnemophyceae	Streptophyte Algae
YSQT	Zygnemophyceae	Streptophyte Algae
RPQV	Zygnemophyceae	Streptophyte Algae
HIDG	Zygnemophyceae	Streptophyte Algae
RQFE	Zygnemophyceae	Streptophyte Algae
GYRP	Zygnemophyceae	Streptophyte Algae
MNNM	Zygnemophyceae	Streptophyte Algae
ISHC	Zygnemophyceae	Streptophyte Algae
QWFV	Zygnemophyceae	Streptophyte Algae
DFDS	Zygnemophyceae	Streptophyte Algae
GGWH	Zygnemophyceae	Streptophyte Algae
WCQU	Zygnemophyceae	Streptophyte Algae
BHBK	Zygnemophyceae	Streptophyte Algae
RPRU	Zygnemophyceae	Streptophyte Algae
MCHJ	Zygnemophyceae	Streptophyte Algae
GBGT	Zygnemophyceae	Streptophyte Algae
MOYY	Zygnemophyceae	Streptophyte Algae
STKJ	Zygnemophyceae	Streptophyte Algae
WDGV	Zygnemophyceae	Streptophyte Algae
ANON	Hornworts	Hornworts
BSNI	Hornworts	Hornworts
TWUW	Hornworts	Hornworts
FAJB	Hornworts	Hornworts
WCZB	Hornworts	Hornworts
WEEQ	Hornworts	Hornworts
AKXB	Hornworts	Hornworts
UCRN	Hornworts	Hornworts
TCBC	Hornworts	Hornworts
DXOU	Hornworts	Hornworts
HERT	Liverworts	Liverworts
TXVB	Liverworts	Liverworts
ILBQ	Liverworts	Liverworts
WJLO	Liverworts	Liverworts
TFYI	Liverworts	Liverworts
JPYU	Liverworts	Liverworts
Marpo_v1.0	Liverworts	Liverworts
HMHL	Liverworts	Liverworts
PIUF	Liverworts	Liverworts
JHFI	Liverworts	Liverworts
YFGP	Liverworts	Liverworts
NRWZ	Liverworts	Liverworts
HPXA	Liverworts	Liverworts
TGKW	Liverworts	Liverworts
BNCU	Liverworts	Liverworts
KRUQ	Liverworts	Liverworts
UUHD	Liverworts	Liverworts
LGOW	Liverworts	Liverworts
RTMU	Liverworts	Liverworts
WZYK	Liverworts	Liverworts
YBQN	Liverworts	Liverworts
IRBN	Liverworts	Liverworts
OFTV	Liverworts	Liverworts
SKQD	Mosses	Mosses
GOWD	Mosses	Mosses
RCBT	Mosses	Mosses
UHLI	Mosses	Mosses
WOGB	Mosses	Mosses
HVBQ	Mosses	Mosses
SZYG	Mosses	Mosses
ZTHV	Mosses	Mosses
HRWG	Mosses	Mosses
AWOI	Mosses	Mosses
KEFD	Mosses	Mosses
YEPO	Mosses	Mosses
Phypa_v3.0	Mosses	Mosses
ZQRI	Mosses	Mosses
BPSG	Mosses	Mosses
ABCD	Mosses	Mosses
RDOO	Mosses	Mosses
VMXJ	Mosses	Mosses
RGKI	Mosses	Mosses
NGTD	Mosses	Mosses
FFPD	Mosses	Mosses
GRKU	Mosses	Mosses
YWNF	Mosses	Mosses
ORKS	Mosses	Mosses
BGXB	Mosses	Mosses
XWHK	Mosses	Mosses
JMXW	Mosses	Mosses
CMEQ	Mosses	Mosses
WNGH	Mosses	Mosses
DHWX	Mosses	Mosses
QKQO	Mosses	Mosses
IGUH	Mosses	Mosses
ZACW	Mosses	Mosses
TAVP	Mosses	Mosses
EEMJ	Mosses	Mosses
LNSF	Mosses	Mosses
QMWB	Mosses	Mosses
TMAJ	Mosses	Mosses
MIRS	Mosses	Mosses
WSPM	Mosses	Mosses
JADL	Mosses	Mosses
VBMM	Mosses	Mosses
ZZEI	Lycophytes	Lycophytes
CBAE	Lycophytes	Lycophytes
GAON	Lycophytes	Lycophytes
YHZW	Lycophytes	Lycophytes
GKAG	Lycophytes	Lycophytes
UPMJ	Lycophytes	Lycophytes
ULKT	Lycophytes	Lycophytes
PQTO	Lycophytes	Lycophytes
XNXF	Lycophytes	Lycophytes
WAFT	Lycophytes	Lycophytes
ENQF	Lycophytes	Lycophytes
PKOX	Lycophytes	Lycophytes
PYHZ	Lycophytes	Lycophytes
KUXM	Lycophytes	Lycophytes
ZFGK	Lycophytes	Lycophytes
JKAA	Lycophytes	Lycophytes
ZYCD	Lycophytes	Lycophytes
KJYC	Lycophytes	Lycophytes
LGDQ	Lycophytes	Lycophytes
ABIJ	Lycophytes	Lycophytes
Selmo_v1.0	Lycophytes	Lycophytes
ZZOL	Lycophytes	Lycophytes
JVSZ	EusporangiateMonilophytes	Monilophytes
CAPN	EusporangiateMonilophytes	Monilophytes
DFHO	EusporangiateMonilophytes	Monilophytes
UGNK	EusporangiateMonilophytes	Monilophytes
NHCM	EusporangiateMonilophytes	Monilophytes
QVMR	EusporangiateMonilophytes	Monilophytes
ALVQ	EusporangiateMonilophytes	Monilophytes
DJSE	EusporangiateMonilophytes	Monilophytes
EEAQ	EusporangiateMonilophytes	Monilophytes
BEGM	EusporangiateMonilophytes	Monilophytes
RFMZ	LeptosporangiateMonilophytes	Monilophytes
UOMY	LeptosporangiateMonilophytes	Monilophytes
VIBO	LeptosporangiateMonilophytes	Monilophytes
MEKP	LeptosporangiateMonilophytes	Monilophytes
QIAD	LeptosporangiateMonilophytes	Monilophytes
PBUU	LeptosporangiateMonilophytes	Monilophytes
CQPW	LeptosporangiateMonilophytes	Monilophytes
CVEG	LeptosporangiateMonilophytes	Monilophytes
KIIX	LeptosporangiateMonilophytes	Monilophytes
GANB	LeptosporangiateMonilophytes	Monilophytes
EWXK	LeptosporangiateMonilophytes	Monilophytes
UWOD	LeptosporangiateMonilophytes	Monilophytes
PNZO	LeptosporangiateMonilophytes	Monilophytes
VVRN	LeptosporangiateMonilophytes	Monilophytes
YIXP	LeptosporangiateMonilophytes	Monilophytes
NOKI	LeptosporangiateMonilophytes	Monilophytes
PIVW	LeptosporangiateMonilophytes	Monilophytes
UJTT	LeptosporangiateMonilophytes	Monilophytes
FLTD	LeptosporangiateMonilophytes	Monilophytes
POPJ	LeptosporangiateMonilophytes	Monilophytes
WQML	LeptosporangiateMonilophytes	Monilophytes
NDUV	LeptosporangiateMonilophytes	Monilophytes
SKYV	LeptosporangiateMonilophytes	Monilophytes
BMJR	LeptosporangiateMonilophytes	Monilophytes
WCLG	LeptosporangiateMonilophytes	Monilophytes
XDDT	LeptosporangiateMonilophytes	Monilophytes
GSXD	LeptosporangiateMonilophytes	Monilophytes
YCKE	LeptosporangiateMonilophytes	Monilophytes
ZXJO	LeptosporangiateMonilophytes	Monilophytes
DCDT	LeptosporangiateMonilophytes	Monilophytes
MTGC	LeptosporangiateMonilophytes	Monilophytes
WGTU	LeptosporangiateMonilophytes	Monilophytes
RFRB	LeptosporangiateMonilophytes	Monilophytes
FQGQ	LeptosporangiateMonilophytes	Monilophytes
JBLI	LeptosporangiateMonilophytes	Monilophytes
NWWI	LeptosporangiateMonilophytes	Monilophytes
OQWW	LeptosporangiateMonilophytes	Monilophytes
ORJE	LeptosporangiateMonilophytes	Monilophytes
UJWU	LeptosporangiateMonilophytes	Monilophytes
ZQYU	LeptosporangiateMonilophytes	Monilophytes
YLJA	LeptosporangiateMonilophytes	Monilophytes
GYFU	LeptosporangiateMonilophytes	Monilophytes
CJNT	LeptosporangiateMonilophytes	Monilophytes
IXLH	LeptosporangiateMonilophytes	Monilophytes
KJZG	LeptosporangiateMonilophytes	Monilophytes
BMIF	LeptosporangiateMonilophytes	Monilophytes
PSKY	LeptosporangiateMonilophytes	Monilophytes
HEGQ	LeptosporangiateMonilophytes	Monilophytes
HNDZ	LeptosporangiateMonilophytes	Monilophytes
LHLE	LeptosporangiateMonilophytes	Monilophytes
RICC	LeptosporangiateMonilophytes	Monilophytes
YOWV	LeptosporangiateMonilophytes	Monilophytes
XXHP	LeptosporangiateMonilophytes	Monilophytes
OCZL	LeptosporangiateMonilophytes	Monilophytes
MROH	LeptosporangiateMonilophytes	Monilophytes
YQEC	LeptosporangiateMonilophytes	Monilophytes
YJJY	LeptosporangiateMonilophytes	Monilophytes
HTFH	LeptosporangiateMonilophytes	Monilophytes
VITX	LeptosporangiateMonilophytes	Monilophytes
FCHS	LeptosporangiateMonilophytes	Monilophytes
UFJN	LeptosporangiateMonilophytes	Monilophytes
URCP	LeptosporangiateMonilophytes	Monilophytes
AFPO	LeptosporangiateMonilophytes	Monilophytes
SGTW	Ginkgoales Ginkgoales	Gymnosperms
Ginbi_v1.0	Ginkgoales Ginkgoales	Gymnosperms
XZUY	Cycadales Cycadales	Gymnosperms
WLIC	Cycadales Cycadales	Gymnosperms
GNQG	Cycadales Cycadales	Gymnosperms
KAWQ	Cycadales Cycadales	Gymnosperms
VDAO	Gnetales	Gymnosperms
TOXE	Gnetales	Gymnosperms
GTHK	Gnetales	Gymnosperms
Gnemo_v1.0	Gnetales	Gymnosperms
GGEA	Pinales	Gymnosperms
VSRH	Pinales	Gymnosperms
JUWL	Pinales	Gymnosperms
AQFM	Pinales	Gymnosperms
GAMH	Pinales	Gymnosperms
AREG	Pinales	Gymnosperms
WVWN	Pinales	Gymnosperms
IOVS	Pinales	Gymnosperms
NPRL	Pinales	Gymnosperms
AWQB	Pinales	Gymnosperms
IIOL	Pinales	Gymnosperms
Pinta_v2.0	Pinales	Gymnosperms
DZQM	Pinales	Gymnosperms
JBND	Pinales	Gymnosperms
MFTM	Pinales	Gymnosperms
XTZO	Pinales	Gymnosperms
RSCE	Pinales	Gymnosperms
MIXZ	Pinales	Gymnosperms
ACWS	Pinales	Gymnosperms
EGLZ	Pinales	Gymnosperms
KLGF	Pinales	Gymnosperms
OWFC	Pinales	Gymnosperms
JRNA	Pinales	Gymnosperms
BBDD	Pinales	Gymnosperms
JZVE	Pinales	Gymnosperms
ZQWM	Pinales	Gymnosperms
CDFR	Pinales	Gymnosperms
QCGM	Pinales	Gymnosperms
MHGD	Pinales	Gymnosperms
HILW	Pinales	Gymnosperms
FMWZ	Pinales	Gymnosperms
IZGN	Pinales	Gymnosperms
ROWR	Pinales	Gymnosperms
QHBI	Pinales	Gymnosperms
SCEB	Pinales	Gymnosperms
XLGK	Pinales	Gymnosperms
UUJS	Pinales	Gymnosperms
VGSX	Pinales	Gymnosperms
YFZK	Pinales	Gymnosperms
IAJW	Pinales	Gymnosperms
EFMS	Pinales	Gymnosperms
HQOM	Pinales	Gymnosperms
NVGZ	Pinales	Gymnosperms
BTTS	Pinales	Gymnosperms
YLPM	Pinales	Gymnosperms
ZYAX	Pinales	Gymnosperms
WWSS	Pinales	Gymnosperms
ZQVF	Pinales	Gymnosperms
QSNJ	Pinales	Gymnosperms
XIRK	Pinales	Gymnosperms
NRXL	Pinales	Gymnosperms
QFAE	Pinales	Gymnosperms
HBGV	Pinales	Gymnosperms
GMHZ	Pinales	Gymnosperms
OXGJ	Pinales	Gymnosperms
FHST	Pinales	Gymnosperms
ETCJ	Pinales	Gymnosperms
YYPE	Pinales	Gymnosperms
OVIJ	Pinales	Gymnosperms
AUDE	Pinales	Gymnosperms
GKCZ	Pinales	Gymnosperms
IFLI	Pinales	Gymnosperms
RMMV	Pinales	Gymnosperms
JDQB	Pinales	Gymnosperms
VFYZ	Pinales	Gymnosperms
NKIN	Pinales	Gymnosperms
UEVI	Pinales	Gymnosperms
AIGO	Pinales	Gymnosperms
XMGP	Pinales	Gymnosperms
QNGJ	Pinales	Gymnosperms
FRPM	Pinales	Gymnosperms
CGDN	Pinales	Gymnosperms
XQSG	Pinales	Gymnosperms
BUWV	Pinales	Gymnosperms
URDJ	BasalAngiosperms	ANA grade
Ambtr_v1.0.27	BasalAngiosperms	ANA grade
PZRT	BasalAngiosperms	ANA grade
WTKZ	BasalAngiosperms	ANA grade
FZJL	BasalAngiosperms	ANA grade
VZCI	BasalAngiosperms	ANA grade
NWMY	BasalAngiosperms	ANA grade
MTII	Monocots	Monocots
DWZT	Monocots	Monocots
COCP	Monocots	Monocots
BYQM	Monocots	Monocots
Spipo_v2	Monocots	Monocots
MFIN	Monocots	Monocots
YMES	Monocots	Monocots
OCWZ	Monocots	Monocots
QOXT	Monocots	Monocots
SILJ	Monocots	Monocots
VBHQ	Monocots	Monocots
DGXS	Monocots	Monocots
VVVV	Monocots	Monocots
NSPR	Monocots	Monocots
Elagu_v2.0	Monocots	Monocots
HWUP	Monocots	Monocots
HXJE	Monocots	Monocots
Musac_v1.0	Monocots	Monocots
XHHU	Monocots	Monocots
UOEL	Monocots	Monocots
LSKK	Monocots	Monocots
LEMW	Monocots	Monocots
BDJQ	Monocots	Monocots
JNUB	Monocots	Monocots
TZNS	Monocots	Monocots
BYPY	Monocots	Monocots
PPQR	Monocots	Monocots
BRUD	Monocots	Monocots
CIEA	Monocots	Monocots
XPAF	Monocots	Monocots
PWSG	Monocots	Monocots
WBIB	Monocots	Monocots
BSTR	Monocots	Monocots
WXNT	Monocots	Monocots
Orysa_v7.0	Monocots	Monocots
IADP	Monocots	Monocots
RMVB	Monocots	Monocots
HATH	Monocots	Monocots
YXNR	Monocots	Monocots
EFCZ	Monocots	Monocots
RCAH	Monocots	Monocots
YLWW	Monocots	Monocots
YPIC	Monocots	Monocots
ROEI	Monocots	Monocots
Sorbi_v2.1	Monocots	Monocots
SOHV	Monocots	Monocots
WCOR	Monocots	Monocots
XBKS	Monocots	Monocots
ZMGN	Monocots	Monocots
BPKH	Monocots	Monocots
NNOK	Monocots	Monocots
BXAY	Monocots	Monocots
XUAB	Monocots	Monocots
VQYB	Monocots	Monocots
ZENX	Monocots	Monocots
AFLV	Monocots	Monocots
OOSO	Monocots	Monocots
MWYQ	Monocots	Monocots
THEW	Monocots	Monocots
GDKK	Monocots	Monocots
QNPH	Monocots	Monocots
NHIX	Monocots	Monocots
THDM	Monocots	Monocots
JSAG	Monocots	Monocots
CNTZ	Monocots	Monocots
MTHW	Monocots	Monocots
XZME	Monocots	Monocots
LELS	Monocots	Monocots
VTUS	Monocots	Monocots
EMJJ	Monocots	Monocots
YJUG	Monocots	Monocots
KYNE	Monocots	Monocots
RDYY	Monocots	Monocots
LTZF	Monocots	Monocots
SART	Monocots	Monocots
JVBR	Monocots	Monocots
FCEL	Monocots	Monocots
WTDE	Monocots	Monocots
BLAJ	Monocots	Monocots
JHUL	Monocots	Monocots
PRFO	Monocots	Monocots
GJPF	Monocots	Monocots
KBXS	Monocots	Monocots
TRRQ	Monocots	Monocots
DMIN	Monocots	Monocots
ZKPF	Monocots	Monocots
LDME	Monocots	Monocots
JDTY	Monocots	Monocots
DPFW	Monocots	Monocots
IXEM	Monocots	Monocots
SVTS	Monocots	Monocots
KOFB	Monocots	Monocots
PLBZ	Monocots	Monocots
CMCY	Monocots	Monocots
KXSK	Monocots	Monocots
ICNN	Monocots	Monocots
YBML	Monocots	Monocots
MUMD	Monocots	Monocots
FGRF	Monocots	Monocots
ONBE	Monocots	Monocots
MVRF	Monocots	Monocots
LSJW	Monocots	Monocots
TCYS	Monocots	Monocots
RQZP	Monocots	Monocots
HOKG	Monocots	Monocots
UZXL	Monocots	Monocots
XFJG	Monocots	Monocots
RCUX	Monocots	Monocots
WZFE	Chloranthales Chloranthales	Chloranthales
OSHQ	Chloranthales Chloranthales	Chloranthales
SJEV	Magnoliids	Magnoliids
WKSU	Magnoliids	Magnoliids
PAWA	Magnoliids	Magnoliids
QDVW	Magnoliids	Magnoliids
CSSK	Magnoliids	Magnoliids
OPDF	Magnoliids	Magnoliids
MUNP	Magnoliids	Magnoliids
XSZI	Magnoliids	Magnoliids
OBPL	Magnoliids	Magnoliids
WBOD	Magnoliids	Magnoliids
XQWC	Magnoliids	Magnoliids
DHPO	Magnoliids	Magnoliids
PSJT	Magnoliids	Magnoliids
YZRI	Magnoliids	Magnoliids
FALI	Magnoliids	Magnoliids
WPHN	Magnoliids	Magnoliids
MAQO	Magnoliids	Magnoliids
WAIL	Magnoliids	Magnoliids
BSVG	Magnoliids	Magnoliids
KRJP	Magnoliids	Magnoliids
VYLQ	Magnoliids	Magnoliids
WIGA	Magnoliids	Magnoliids
KAYP	Magnoliids	Magnoliids
ABSS	Magnoliids	Magnoliids
BCGB	Magnoliids	Magnoliids
NPND	BasalAngiosperms	ANA grade
QTJY	BasalEudicots Ranunculales	CRPT grade
CCID	BasalEudicots Ranunculales	CRPT grade
WFBF	BasalEudicots Ranunculales	CRPT grade
YHFG	BasalEudicots Ranunculales	CRPT grade
VGHH	BasalEudicots Ranunculales	CRPT grade
UPOG	BasalEudicots Ranunculales	CRPT grade
ZUHO	BasalEudicots Ranunculales	CRPT grade
GBVZ	BasalEudicots Ranunculales	CRPT grade
Aquco_v1.1	BasalEudicots	CRPT grade
NMGG	BasalEudicots Ranunculales	CRPT grade
AUGV	BasalEudicots Ranunculales	CRPT grade
ZGQD	BasalEudicots Ranunculales	CRPT grade
UDHA	BasalEudicots Ranunculales	CRPT grade
EVOD	BasalEudicots Ranunculales	CRPT grade
XHKT	BasalEudicots Ranunculales	CRPT grade
XMVD	BasalEudicots Ranunculales	CRPT grade
IRAF	BasalEudicots Ranunculales	CRPT grade
SSDU	BasalEudicots Ranunculales	CRPT grade
BEKN	BasalEudicots Ranunculales	CRPT grade
RQNK	BasalEudicots Ranunculales	CRPT grade
QCOU	BasalEudicots Ranunculales	CRPT grade
AALA	BasalEudicots	CRPT grade
FAKD	BasalEudicots	CRPT grade
Nelnu_v1.0	BasalEudicots	CRPT grade
VQFW	BasalEudicots	CRPT grade
GRRW	BasalEudicots	CRPT grade
RQUG	BasalEudicots	CRPT grade
SIIK	BasalEudicots	CRPT grade
IWMW	BasalEudicots	CRPT grade
SWOH	BasalEudicots	CRPT grade
XMQO	BasalEudicots	CRPT grade
EHNF	BasalEudicots	CRPT grade
XKPS	CoreEudicots Santalales	Santalales
VGVI	CoreEudicots Santalales	Santalales
XGFU	CoreEudicots Santalales	Santalales
RSPO	CoreEudicots Santalales	Santalales
QKMG	CoreEudicots Santalales	Santalales
BSEY	CoreEudicots Santalales	Santalales
BGZG	CoreEudicots/Rosids	Rosids
Vitvi_Genoscope.12X	CoreEudicots/Rosids	Rosids
SZPD	CoreEudicots/Rosids	Rosids
BBBA	CoreEudicots/Rosids	Rosids
HTIP	CoreEudicots Saxifragales	Saxifragales
FYTP	CoreEudicots Saxifragales	Saxifragales
NUZN	CoreEudicots Saxifragales	Saxifragales
YKQR	CoreEudicots Saxifragales	Saxifragales
